label,lirik,Data Cleaning,Case Folding,Normalisasi,Tokenisasi,Stopword Removal,Stemming,Rejoin
happy,Mengibaskan hasratku,Mengibaskan hasratku,mengibaskan hasratku,mengibaskan hasratku,"['mengibaskan', 'hasratku']","['mengibaskan', 'hasratku']","['kibas', 'hasrat']",kibas hasrat
happy,mengikuti irama sang mentari,mengikuti irama sang mentari,mengikuti irama sang mentari,mengikuti irama sang mentari,"['mengikuti', 'irama', 'sang', 'mentari']","['mengikuti', 'irama', 'sang', 'mentari']","['ikut', 'irama', 'sang', 'mentari']",ikut irama sang mentari
happy,Mengikuti kamu,Mengikuti kamu,mengikuti kamu,mengikuti kamu,"['mengikuti', 'kamu']",['mengikuti'],['ikut'],ikut
happy,Mengingat damainya kampungku,Mengingat damainya kampungku,mengingat damainya kampungku,mengingat damainya kampungku,"['mengingat', 'damainya', 'kampungku']","['damainya', 'kampungku']","['damai', 'kampung']",damai kampung
happy,Mengingat dirimu,Mengingat dirimu,mengingat dirimu,mengingat dirimu,"['mengingat', 'dirimu']",['dirimu'],['diri'],diri
happy,Mengingat teduhnya kampungku,Mengingat teduhnya kampungku,mengingat teduhnya kampungku,mengingat teduhnya kampungku,"['mengingat', 'teduhnya', 'kampungku']","['teduhnya', 'kampungku']","['teduh', 'kampung']",teduh kampung
happy,Mengingatkan aku padamu,Mengingatkan aku padamu,mengingatkan aku padamu,mengingatkan aku padamu,"['mengingatkan', 'aku', 'padamu']",['padamu'],['pada'],pada
happy,mengisi kekosongan kita bikin hiburan,mengisi kekosongan kita bikin hiburan,mengisi kekosongan kita bikin hiburan,mengisi kekosongan kita bikin hiburan,"['mengisi', 'kekosongan', 'kita', 'bikin', 'hiburan']","['mengisi', 'kekosongan', 'bikin', 'hiburan']","['isi', 'kosong', 'bikin', 'hibur']",isi kosong bikin hibur
happy,Mengubah hariku,Mengubah hariku,mengubah hariku,mengubah hariku,"['mengubah', 'hariku']","['mengubah', 'hariku']","['ubah', 'hari']",ubah hari
happy,Mengulangi cara yang sama,Mengulangi cara yang sama,mengulangi cara yang sama,mengulangi cara yang sama,"['mengulangi', 'cara', 'yang', 'sama']",['mengulangi'],['ulang'],ulang
happy,Mengungkap semesta,Mengungkap semesta,mengungkap semesta,mengungkap semesta,"['mengungkap', 'semesta']","['mengungkap', 'semesta']","['ungkap', 'semesta']",ungkap semesta
happy,Menikmati malam ini,Menikmati malam ini,menikmati malam ini,menikmati malam ini,"['menikmati', 'malam', 'ini']","['menikmati', 'malam']","['nikmat', 'malam']",nikmat malam
happy,menikmati surga,menikmati surga,menikmati surga,menikmati surga,"['menikmati', 'surga']","['menikmati', 'surga']","['nikmat', 'surga']",nikmat surga
happy,Menimang hati yang tak kuasa menanti,Menimang hati yang tak kuasa menanti,menimang hati yang tak kuasa menanti,menimang hati yang tidak kuasa menanti,"['menimang', 'hati', 'yang', 'tidak', 'kuasa', 'menanti']","['menimang', 'hati', 'kuasa']","['timang', 'hati', 'kuasa']",timang hati kuasa
happy,Menjadi indah karena... Kehadiranmu,Menjadi indah karena    Kehadiranmu,menjadi indah karena    kehadiranmu,menjadi indah karena kehadiranmu,"['menjadi', 'indah', 'karena', 'kehadiranmu']","['indah', 'kehadiranmu']","['indah', 'hadir']",indah hadir
happy,menjadi tawa suara ria,menjadi tawa suara ria,menjadi tawa suara ria,menjadi tawa suara ria,"['menjadi', 'tawa', 'suara', 'ria']","['tawa', 'suara', 'ria']","['tawa', 'suara', 'ria']",tawa suara ria
happy,Menjadi yang kau pinta,Menjadi yang kau pinta,menjadi yang kau pinta,menjadi yang kamu pinta,"['menjadi', 'yang', 'kamu', 'pinta']",['pinta'],['pinta'],pinta
happy,Menjaga dirimu tiap waktu,Menjaga dirimu tiap waktu,menjaga dirimu tiap waktu,menjaga dirimu tiap waktu,"['menjaga', 'dirimu', 'tiap', 'waktu']","['menjaga', 'dirimu']","['jaga', 'diri']",jaga diri
happy,Menjaga langkahmu,Menjaga langkahmu,menjaga langkahmu,menjaga langkahmu,"['menjaga', 'langkahmu']","['menjaga', 'langkahmu']","['jaga', 'langkah']",jaga langkah
happy,Menjagamu,Menjagamu,menjagamu,menjagamu,['menjagamu'],['menjagamu'],['jaga'],jaga
happy,Menjalani hidup,Menjalani hidup,menjalani hidup,menjalani hidup,"['menjalani', 'hidup']","['menjalani', 'hidup']","['jalan', 'hidup']",jalan hidup
happy,Menjalani hidup di dunia ini,Menjalani hidup di dunia ini,menjalani hidup di dunia ini,menjalani hidup di dunia ini,"['menjalani', 'hidup', 'di', 'dunia', 'ini']","['menjalani', 'hidup', 'dunia']","['jalan', 'hidup', 'dunia']",jalan hidup dunia
happy,Menjalani mimpi,Menjalani mimpi,menjalani mimpi,menjalani mimpi,"['menjalani', 'mimpi']","['menjalani', 'mimpi']","['jalan', 'mimpi']",jalan mimpi
happy,Menjatuhkan pilihan,Menjatuhkan pilihan,menjatuhkan pilihan,menjatuhkan pilihan,"['menjatuhkan', 'pilihan']","['menjatuhkan', 'pilihan']","['jatuh', 'pilih']",jatuh pilih
happy,Menjauh,Menjauh,menjauh,menjauh,['menjauh'],['menjauh'],['jauh'],jauh
happy,Menjauhkan kecurangan,Menjauhkan kecurangan,menjauhkan kecurangan,menjauhkan kecurangan,"['menjauhkan', 'kecurangan']","['menjauhkan', 'kecurangan']","['jauh', 'curang']",jauh curang
happy,menjemputmu pulang,menjemputmu pulang,menjemputmu pulang,menjemputmu pulang,"['menjemputmu', 'pulang']","['menjemputmu', 'pulang']","['jemput', 'pulang']",jemput pulang
happy,mensyukuri hidup,mensyukuri hidup,mensyukuri hidup,mensyukuri hidup,"['mensyukuri', 'hidup']","['mensyukuri', 'hidup']","['syukur', 'hidup']",syukur hidup
happy,Menuju istana menembus awan,Menuju istana menembus awan,menuju istana menembus awan,menuju istana menembus awan,"['menuju', 'istana', 'menembus', 'awan']","['istana', 'menembus', 'awan']","['istana', 'tembus', 'awan']",istana tembus awan
happy,Menuju luas samudera di jiwa,Menuju luas samudera di jiwa,menuju luas samudera di jiwa,menuju luas samudera di jiwa,"['menuju', 'luas', 'samudera', 'di', 'jiwa']","['luas', 'samudera', 'jiwa']","['luas', 'samudera', 'jiwa']",luas samudera jiwa
happy,Menulis inginmu,Menulis inginmu,menulis inginmu,menulis inginmu,"['menulis', 'inginmu']","['menulis', 'inginmu']","['tulis', 'ingin']",tulis ingin
happy,Menumpuk hasratku,Menumpuk hasratku,menumpuk hasratku,menumpuk hasratku,"['menumpuk', 'hasratku']","['menumpuk', 'hasratku']","['tumpuk', 'hasrat']",tumpuk hasrat
happy,Menundukkan,Menundukkan,menundukkan,menundukkan,['menundukkan'],['menundukkan'],['tunduk'],tunduk
happy,menunggu kamu di sini,menunggu kamu di sini,menunggu kamu di sini,menunggu kamu di sini,"['menunggu', 'kamu', 'di', 'sini']",['menunggu'],['tunggu'],tunggu
happy,menunggumu datang,menunggumu datang,menunggumu datang,menunggumu datang,"['menunggumu', 'datang']",['menunggumu'],['tunggu'],tunggu
happy,Menurut kehendak yang Kuasa,Menurut kehendak yang Kuasa,menurut kehendak yang kuasa,menurut kehendak yang kuasa,"['menurut', 'kehendak', 'yang', 'kuasa']","['kehendak', 'kuasa']","['hendak', 'kuasa']",hendak kuasa
happy,Menuruti kamu,Menuruti kamu,menuruti kamu,menuruti kamu,"['menuruti', 'kamu']",['menuruti'],['turut'],turut
happy,Menusuk selalu di jiwa,Menusuk selalu di jiwa,menusuk selalu di jiwa,menusuk selalu di jiwa,"['menusuk', 'selalu', 'di', 'jiwa']","['menusuk', 'jiwa']","['tusuk', 'jiwa']",tusuk jiwa
happy,Menusuk selalu di jiwa  wanita,Menusuk selalu di jiwa  wanita,menusuk selalu di jiwa  wanita,menusuk selalu di jiwa wanita,"['menusuk', 'selalu', 'di', 'jiwa', 'wanita']","['menusuk', 'jiwa', 'wanita']","['tusuk', 'jiwa', 'wanita']",tusuk jiwa wanita
happy,Menutupi seluruh kekuranganku,Menutupi seluruh kekuranganku,menutupi seluruh kekuranganku,menutupi seluruh kekuranganku,"['menutupi', 'seluruh', 'kekuranganku']","['menutupi', 'kekuranganku']","['tutup', 'kurang']",tutup kurang
happy,Menyalakan bintang terang benderang,Menyalakan bintang terang benderang,menyalakan bintang terang benderang,menyalakan bintang terang benderang,"['menyalakan', 'bintang', 'terang', 'benderang']","['menyalakan', 'bintang', 'terang', 'benderang']","['nyala', 'bintang', 'terang', 'benderang']",nyala bintang terang benderang
happy,Menyambut hari yang baru,Menyambut hari yang baru,menyambut hari yang baru,menyambut hari yang baru,"['menyambut', 'hari', 'yang', 'baru']",['menyambut'],['sambut'],sambut
happy,Menyandang kitab suci,Menyandang kitab suci,menyandang kitab suci,menyandang kitab suci,"['menyandang', 'kitab', 'suci']","['menyandang', 'kitab', 'suci']","['sandang', 'kitab', 'suci']",sandang kitab suci
happy,Menyatu dalam darahku,Menyatu dalam darahku,menyatu dalam darahku,menyatu dalam darahku,"['menyatu', 'dalam', 'darahku']","['menyatu', 'darahku']","['satu', 'darah']",satu darah
happy,Menyebut memanggil namamu,Menyebut memanggil namamu,menyebut memanggil namamu,menyebut memanggil namamu,"['menyebut', 'memanggil', 'namamu']","['menyebut', 'memanggil', 'namamu']","['sebut', 'panggil', 'nama']",sebut panggil nama
happy,menyembuhkan sgala luka,menyembuhkan sgala luka,menyembuhkan sgala luka,menyembuhkan segala luka,"['menyembuhkan', 'segala', 'luka']","['menyembuhkan', 'luka']","['sembuh', 'luka']",sembuh luka
happy,menyentuh nikmatNya,menyentuh nikmatNya,menyentuh nikmatnya,menyentuh nikmatnya,"['menyentuh', 'nikmatnya']","['menyentuh', 'nikmatnya']","['sentuh', 'nikmat']",sentuh nikmat
happy,menyentuh palung jiwamu,menyentuh palung jiwamu,menyentuh palung jiwamu,menyentuh palung jiwamu,"['menyentuh', 'palung', 'jiwamu']","['menyentuh', 'palung', 'jiwamu']","['sentuh', 'palung', 'jiwa']",sentuh palung jiwa
happy,Menyinari malam kelam yang datang,Menyinari malam kelam yang datang,menyinari malam kelam yang datang,menyinari malam kelam yang datang,"['menyinari', 'malam', 'kelam', 'yang', 'datang']","['menyinari', 'malam', 'kelam']","['sari', 'malam', 'kelam']",sari malam kelam
happy,menyusuri angan dirimu manis,menyusuri angan dirimu manis,menyusuri angan dirimu manis,menyusuri angan dirimu manis,"['menyusuri', 'angan', 'dirimu', 'manis']","['menyusuri', 'angan', 'dirimu', 'manis']","['susur', 'angan', 'diri', 'manis']",susur angan diri manis
happy,Menyusuri relung di hatimu,Menyusuri relung di hatimu,menyusuri relung di hatimu,menyusuri relung di hatimu,"['menyusuri', 'relung', 'di', 'hatimu']","['menyusuri', 'relung', 'hatimu']","['susur', 'relung', 'hati']",susur relung hati
happy,Merah pipi ini,Merah pipi ini,merah pipi ini,merah pipi ini,"['merah', 'pipi', 'ini']","['merah', 'pipi']","['merah', 'pipi']",merah pipi
happy,Meraih mimpiku pipiku,Meraih mimpiku pipiku,meraih mimpiku pipiku,meraih mimpiku pipiku,"['meraih', 'mimpiku', 'pipiku']","['meraih', 'mimpiku', 'pipiku']","['raih', 'mimpi', 'pipi']",raih mimpi pipi
happy,Merasa sempurna,Merasa sempurna,merasa sempurna,merasa sempurna,"['merasa', 'sempurna']",['sempurna'],['sempurna'],sempurna
happy,Merasakan damai,Merasakan damai,merasakan damai,merasakan damai,"['merasakan', 'damai']","['merasakan', 'damai']","['rasa', 'damai']",rasa damai
happy,Merasakan Getaran Yang,Merasakan Getaran Yang,merasakan getaran yang,merasakan getaran yang,"['merasakan', 'getaran', 'yang']","['merasakan', 'getaran']","['rasa', 'getar']",rasa getar
happy,Merasakan hidup semestinya,Merasakan hidup semestinya,merasakan hidup semestinya,merasakan hidup semestinya,"['merasakan', 'hidup', 'semestinya']","['merasakan', 'hidup', 'semestinya']","['rasa', 'hidup', 'mesti']",rasa hidup mesti
happy,Merasuk gairah terdalam kita berdua,Merasuk gairah terdalam kita berdua,merasuk gairah terdalam kita berdua,merasuk gairah terdalam kita berdua,"['merasuk', 'gairah', 'terdalam', 'kita', 'berdua']","['merasuk', 'gairah', 'terdalam', 'berdua']","['rasuk', 'gairah', 'dalam', 'dua']",rasuk gairah dalam dua
happy,Merasuk hasratku,Merasuk hasratku,merasuk hasratku,merasuk hasratku,"['merasuk', 'hasratku']","['merasuk', 'hasratku']","['rasuk', 'hasrat']",rasuk hasrat
happy,Mereka boleh bilang ku pemimpi,Mereka boleh bilang ku pemimpi,mereka boleh bilang ku pemimpi,mereka boleh bilang ku pemimpi,"['mereka', 'boleh', 'bilang', 'ku', 'pemimpi']","['bilang', 'ku', 'pemimpi']","['bilang', 'ku', 'mimpi']",bilang ku mimpi
happy,Merekah mewangi bagai bunga syurgawi di dunia,Merekah mewangi bagai bunga syurgawi di dunia,merekah mewangi bagai bunga syurgawi di dunia,merekah mewangi bagai bunga syurgawi di dunia,"['merekah', 'mewangi', 'bagai', 'bunga', 'syurgawi', 'di', 'dunia']","['merekah', 'mewangi', 'bunga', 'syurgawi', 'dunia']","['mere', 'wangi', 'bunga', 'syurgawi', 'dunia']",mere wangi bunga syurgawi dunia
happy,Merendam rasa keakuanku,Merendam rasa keakuanku,merendam rasa keakuanku,merendam rasa keakuanku,"['merendam', 'rasa', 'keakuanku']","['merendam', 'keakuanku']","['rendam', 'aku']",rendam aku
happy,Merepuhnya jiwa yang terdasar,Merepuhnya jiwa yang terdasar,merepuhnya jiwa yang terdasar,merepuhnya jiwa yang terdasar,"['merepuhnya', 'jiwa', 'yang', 'terdasar']","['merepuhnya', 'jiwa', 'terdasar']","['repuh', 'jiwa', 'dasar']",repuh jiwa dasar
happy,Mesin kumatikan,Mesin kumatikan,mesin kumatikan,mesin kumatikan,"['mesin', 'kumatikan']","['mesin', 'kumatikan']","['mesin', 'mati']",mesin mati
happy,Meski harus kupertaruhkan semua,Meski harus kupertaruhkan semua,meski harus kupertaruhkan semua,meski harus kupertaruhkan semua,"['meski', 'harus', 'kupertaruhkan', 'semua']",['kupertaruhkan'],['taruh'],taruh
happy,Meski kita tak bisa jumpa,Meski kita tak bisa jumpa,meski kita tak bisa jumpa,meski kita tidak bisa jumpa,"['meski', 'kita', 'tidak', 'bisa', 'jumpa']",['jumpa'],['jumpa'],jumpa
happy,Meski Ku Berharap Kau Mau,Meski Ku Berharap Kau Mau,meski ku berharap kau mau,meski ku berharap kamu mau,"['meski', 'ku', 'berharap', 'kamu', 'mau']","['ku', 'berharap']","['ku', 'harap']",ku harap
happy,Meski langit hari ini,Meski langit hari ini,meski langit hari ini,meski langit hari ini,"['meski', 'langit', 'hari', 'ini']",['langit'],['langit'],langit
happy,Meski seringkali kau malah asyik sendiri,Meski seringkali kau malah asyik sendiri,meski seringkali kau malah asyik sendiri,meski seringkali kamu bahkan asyik sendiri,"['meski', 'seringkali', 'kamu', 'bahkan', 'asyik', 'sendiri']","['seringkali', 'asyik']","['seringkali', 'asyik']",seringkali asyik
happy,Mestikah ku ulangi dari mulutku sendiri,Mestikah ku ulangi dari mulutku sendiri,mestikah ku ulangi dari mulutku sendiri,mestikah ku ulangi dari mulutku sendiri,"['mestikah', 'ku', 'ulangi', 'dari', 'mulutku', 'sendiri']","['mestikah', 'ku', 'ulangi', 'mulutku']","['mesti', 'ku', 'ulang', 'mulut']",mesti ku ulang mulut
happy,Mestinya kau tahu,Mestinya kau tahu,mestinya kau tahu,mestinya kamu tahu,"['mestinya', 'kamu', 'tahu']",['mestinya'],['mesti'],mesti
happy,Mewarnai hidup,Mewarnai hidup,mewarnai hidup,mewarnai hidup,"['mewarnai', 'hidup']","['mewarnai', 'hidup']","['warna', 'hidup']",warna hidup
happy,Mewarnai hidup kita,Mewarnai hidup kita,mewarnai hidup kita,mewarnai hidup kita,"['mewarnai', 'hidup', 'kita']","['mewarnai', 'hidup']","['warna', 'hidup']",warna hidup
happy,Mewujudkan semua mimpi,Mewujudkan semua mimpi,mewujudkan semua mimpi,mewujudkan semua mimpi,"['mewujudkan', 'semua', 'mimpi']","['mewujudkan', 'mimpi']","['wujud', 'mimpi']",wujud mimpi
happy,Miliki aku... dekaplah diriku,Miliki aku    dekaplah diriku,miliki aku    dekaplah diriku,miliki aku dekaplah diriku,"['miliki', 'aku', 'dekaplah', 'diriku']","['miliki', 'dekaplah', 'diriku']","['milik', 'dekap', 'diri']",milik dekap diri
happy,miliki jiwaku dalam jiwamu,miliki jiwaku dalam jiwamu,miliki jiwaku dalam jiwamu,miliki jiwaku dalam jiwamu,"['miliki', 'jiwaku', 'dalam', 'jiwamu']","['miliki', 'jiwaku', 'jiwamu']","['milik', 'jiwa', 'jiwa']",milik jiwa jiwa
happy,Mimpi ini punya kita,Mimpi ini punya kita,mimpi ini punya kita,mimpi ini punya kita,"['mimpi', 'ini', 'punya', 'kita']",['mimpi'],['mimpi'],mimpi
happy,Mimpi yang indah nyenyakkan tidurmu,Mimpi yang indah nyenyakkan tidurmu,mimpi yang indah nyenyakkan tidurmu,mimpi yang indah nyenyakkan tidurmu,"['mimpi', 'yang', 'indah', 'nyenyakkan', 'tidurmu']","['mimpi', 'indah', 'nyenyakkan', 'tidurmu']","['mimpi', 'indah', 'nyenyak', 'tidur']",mimpi indah nyenyak tidur
happy,mimpiku,mimpiku,mimpiku,mimpiku,['mimpiku'],['mimpiku'],['mimpi'],mimpi
happy,Minta diberi harta,Minta diberi harta,minta diberi harta,minta diberi harta,"['minta', 'diberi', 'harta']",['harta'],['harta'],harta
happy,Minta diberi jantung,Minta diberi jantung,minta diberi jantung,minta diberi jantung,"['minta', 'diberi', 'jantung']",['jantung'],['jantung'],jantung
happy,Misteri dan senang yang sejati,Misteri dan senang yang sejati,misteri dan senang yang sejati,misteri dan senang yang sejati,"['misteri', 'dan', 'senang', 'yang', 'sejati']","['misteri', 'senang', 'sejati']","['misteri', 'senang', 'sejati']",misteri senang sejati
happy,Mobil mama mobil papa,Mobil mama mobil papa,mobil mama mobil papa,mobil mama mobil papa,"['mobil', 'mama', 'mobil', 'papa']","['mobil', 'mama', 'mobil', 'papa']","['mobil', 'mama', 'mobil', 'papa']",mobil mama mobil papa
happy,Mohon agar kau senantiasa,Mohon agar kau senantiasa,mohon agar kau senantiasa,mohon agar kamu senantiasa,"['mohon', 'agar', 'kamu', 'senantiasa']","['mohon', 'senantiasa']","['mohon', 'senantiasa']",mohon senantiasa
happy,Mondok di kota santri banyak ulama kiai,Mondok di kota santri banyak ulama kiai,mondok di kota santri banyak ulama kiai,mondok di kota santri banyak ulama kiai,"['mondok', 'di', 'kota', 'santri', 'banyak', 'ulama', 'kiai']","['mondok', 'kota', 'santri', 'ulama', 'kiai']","['mondok', 'kota', 'santri', 'ulama', 'kiai']",mondok kota santri ulama kiai
happy,Muda mudi berbusana rapi,Muda mudi berbusana rapi,muda mudi berbusana rapi,muda mudi berbusana rapi,"['muda', 'mudi', 'berbusana', 'rapi']","['muda', 'mudi', 'berbusana', 'rapi']","['muda', 'mud', 'busana', 'rapi']",muda mud busana rapi
happy,Mujait ingin menaklukkannya,Mujait ingin menaklukkannya,mujait ingin menaklukkannya,mujait ingin menaklukkannya,"['mujait', 'ingin', 'menaklukkannya']","['mujait', 'menaklukkannya']","['mujait', 'takluk']",mujait takluk
happy,Mulai dinyalakan,Mulai dinyalakan,mulai dinyalakan,mulai dinyalakan,"['mulai', 'dinyalakan']",['dinyalakan'],['nyala'],nyala
happy,Mulai ku memberikan,Mulai ku memberikan,mulai ku memberikan,mulai ku memberikan,"['mulai', 'ku', 'memberikan']",['ku'],['ku'],ku
happy,Mulai ku tulis semua kehidupan di kertas,Mulai ku tulis semua kehidupan di kertas,mulai ku tulis semua kehidupan di kertas,mulai ku tulis semua kehidupan di kertas,"['mulai', 'ku', 'tulis', 'semua', 'kehidupan', 'di', 'kertas']","['ku', 'tulis', 'kehidupan', 'kertas']","['ku', 'tulis', 'hidup', 'kertas']",ku tulis hidup kertas
happy,Mungkin hanya lah engkau yang membuatku,Mungkin hanya lah engkau yang membuatku,mungkin hanya lah engkau yang membuatku,mungkin hanya lah engkau yang membuatku,"['mungkin', 'hanya', 'lah', 'engkau', 'yang', 'membuatku']","['engkau', 'membuatku']","['engkau', 'buat']",engkau buat
